Source,Sink,AA,JA,PA,Id,common_neighbors
930131,1305103,0.3105826365139362,0.005952380952380952,40082,76,3
3872353,2516690,6.306193282291588,0.003012653143201446,13535907,77,30
217062,20388,18.81156420582472,0.00010224198317988298,241762269,78,78
1628755,1120745,0.3754367031377363,0.02469135802469136,1482,79,2
4033899,2555403,5.543046568200745,0.01777434312210201,250965,80,46
4600810,4690043,0.09066310787339056,0.006289308176100629,1776,81,1
2852252,3901568,5.1097373507245685,0.024928092042186004,571225,82,52
4128817,963520,0.1768412052418143,0.001013684744044602,79294,83,2
4603833,3538910,0.0,0.0,740,84,0
2665129,694605,0.0,0.0,798,85,0
2506289,2034494,0.0,0.0,225,86,0
3755683,4027183,0.0,0.0,532,87,0
281045,1477566,7.000775643675397,0.08921933085501857,14820,88,24
525339,4345638,3.4766576912882545,0.05833333333333333,13320,89,14
2872550,3571822,0.0,0.0,6440,90,0
3996001,1317062,0.0,0.0,6006,91,0
1630993,2942968,0.0,0.0,96,92,0
3519436,273127,0.0,0.0,4488,93,0
1072548,4516657,1.070184974636886,0.017948717948717947,30282,94,7
3385377,21536,1.046410451846333,0.012629161882893224,170145,95,11
1698628,4155714,0.0,0.0,966,96,0
3421725,3521843,16.075565468141676,0.006696428571428571,6256850,97,99
2930692,138960,0.0,0.0,1914,98,0
3738701,228193,0.0,0.0,856,99,0
1729154,1781627,0.0,0.0,470,100,0
3763685,3856235,0.0,0.0,63,101,0
2141424,1303746,0.0,0.0,226,102,0
4842336,3181505,0.16973190573741526,0.0034965034965034965,570,103,1
258948,1471608,0.0,0.0,190,104,0
721572,98932,0.17244076954535698,0.0028901734104046237,10362,105,1
1943690,492035,1.8699817599338255,0.004784688995215311,113816,106,7
3345713,3762682,0.0,0.0,90,107,0
2924614,3377440,0.4958016619302753,0.0011487650775416428,794045,108,4
4112224,1051087,0.0,0.0,2011,109,0
4110767,2609871,0.0,0.0,129,110,0
3922567,307495,0.0,0.0,3120,111,0
558917,3683147,0.8588713540423882,0.00215311004784689,420858,112,9
678764,1677837,0.10072190921749677,0.006060606060606061,5125,113,1
4064525,2308522,0.0,0.0,37904,114,0
2628408,2510362,1.0456959301039157,0.0096051227321238,219240,115,9
4088436,483355,0.0,0.0,154,116,0
4294640,2123719,2.3016052883578886,0.015045135406218657,90387,117,15
1062857,1809556,0.0,0.0,7155,118,0
3287551,3077116,0.0,0.0,296,119,0
2921487,2416082,0.0,0.0,714,120,0
2206017,4727122,0.3627639721962413,0.01948051948051948,4270,121,3
1601895,4424787,5.90906318399877,0.0013476210141934925,8168598,122,62
4538043,4347620,3.85478229295291,0.17699115044247787,4290,123,20
2494024,1709398,0.31151478678793165,0.03508771929824561,408,124,2
2380958,648703,0.8318998326404182,0.075,1845,125,6
3786904,871332,0.0,0.0,1224,126,0
2705657,852814,0.11267063647011558,0.0013869625520110955,57421,127,1
2867762,2832683,0.0,0.0,58,128,0
4814135,2585300,0.0,0.0,511,129,0
1488632,297642,0.7062685653459237,0.004048582995951417,56695,130,8
1789514,2955720,0.0,0.0,43,131,0
309474,3636323,0.14707924457281835,0.010204081632653059,288,132,1
4115547,879781,0.08801953973352143,0.002012072434607646,8640,133,1
4771179,77677,0.0,0.0,421,134,0
1541973,2681572,0.0,0.0,2852,135,0
660741,517853,0.1923632915409209,0.01818181818181818,684,136,1
4483428,1765722,0.0,0.0,378,137,0
2190643,2947163,0.2556222186353315,0.005376344086021507,370,138,1
2519581,3743967,0.2783902056683989,0.003937007874015748,14400,139,2
4202801,710142,0.0,0.0,1920,140,0
3417866,1598643,0.0,0.0,1470,141,0
697388,943197,0.08554460979176402,0.0005120327700972862,19440,142,1
3899173,1397388,0.0,0.0,36,143,0
3150672,3974467,0.0,0.0,5950,144,0
4449837,3538291,0.17103428854261615,0.00018091361374943465,33162,145,2
35548,3549289,0.15356865930359698,0.013157894736842105,490,146,1
2707088,2136581,0.0,0.0,502,147,0
1586232,3610552,4.181935075227435,0.002504638218923933,762256,148,27
1735883,1901143,1.066758794221674,0.004313443565780014,55480,149,12
2968005,1495600,0.10117153817381937,0.001483679525222552,1346,150,1
2873622,3664409,0.0,0.0,1650,151,0
3691603,3188162,0.32024821313883034,0.0040650406504065045,9480,152,2
1655116,365416,0.7068456788340147,0.0099009900990099,9536,153,6
2312268,4219994,1.7177919385231444,0.010775862068965518,26361,154,10
2349671,204712,0.0,0.0,3825,155,0
1026366,792812,0.17144755640287204,0.0007178750897343862,88192,156,2
3417564,2307183,0.6562017801942804,0.015730337078651686,48267,157,7
3687290,1281414,0.0,0.0,1085,158,0
3327760,600051,0.0,0.0,178,159,0
1299905,4474903,0.0,0.0,664,160,0
3881924,783583,0.13821894129046866,0.0053191489361702135,740,161,1
111970,2294803,7.571493257276358,0.05571847507331378,277676,162,57
3736271,433745,0.0,0.0,224,163,0
2807537,2703992,0.0,0.0,530,164,0
934509,1653156,0.0,0.0,10944,165,0
4662733,4764472,0.2660957509119833,0.017699115044247787,2964,166,2
1486892,237461,0.0,0.0,11515,167,0
3026000,4750153,0.23782951347935785,0.027027027027027032,105,168,1
2436861,4683579,0.4441415354744821,0.014652014652014654,12702,169,4
2295601,494551,0.0,0.0,45,170,0
2333576,4066830,1.0298367836950175,0.02412280701754386,37230,171,11
1599720,3262474,10.514511157502877,0.047058823529411764,290836,172,80
600846,64799,0.2616415154994802,0.0145985401459854,4648,173,2
1285894,2023333,0.8892078319238305,0.02680965147453083,10912,174,10
1590882,971074,0.5409121382687894,0.006006006006006006,38784,175,4
357381,908061,0.0,0.0,980,176,0
2345122,743875,0.33508904416696106,0.002654867256637168,9000,177,3
1164538,4273253,1.4240880771016142,0.00933786078098472,41508,178,11
4624816,1789251,0.0,0.0,6293,179,0
470204,3779626,0.07796806287802142,0.0033783783783783786,13496,180,1
2266717,1367613,0.0,0.0,1780,181,0
2826267,928903,0.7672173249735703,0.004158964879852125,51576,182,9
275804,1725270,0.07383035914027619,0.0049504950495049506,9432,183,1
3980329,4675165,0.8201399189067631,0.1935483870967742,270,184,6
41540,1437899,0.718941034026233,0.010416666666666666,49494,185,5
1810899,2882556,1.981820837659892,0.0052674230145867106,128684,186,13
1230845,2027917,0.0,0.0,667,187,0
2472742,3567788,0.0,0.0,5985,188,0
4174076,5480,0.2687668573414196,0.004862236628849271,69531,189,3
4819127,543061,0.07383035914027619,0.0037878787878787884,17500,190,1
1512639,1757836,2.4203815277804535,0.014965986394557824,61845,191,11
594370,207942,0.0,0.0,59,192,0
4066375,4645447,0.13202089627872074,0.002320185614849188,16380,193,1
1326339,639157,0.1879241137178502,0.0007296607077708865,24606,194,2
1429554,3308151,0.0,0.0,504,195,0
2622002,3723250,0.0,0.0,72,196,0
3341679,524043,0.09073260935036064,0.0006600660066006602,6048,197,1
2241048,4039025,2.2306324218277838,0.043731778425655975,27280,198,15
2529024,1545613,0.0,0.0,18,199,0
644069,2596251,0.08787672930771424,0.003355704697986577,16650,200,1
1813318,1054633,0.5406034507533534,0.0010825439783491203,113708,201,4
3655158,37400,0.8403587357770324,0.0012740656851642131,600882,202,9
3418483,362485,0.0,0.0,4284,203,0
408243,4594685,0.1881217105430545,0.0029069767441860465,102384,204,2
2105491,3781492,0.0,0.0,19188,205,0
738704,4658228,0.162250352577379,0.014285714285714284,204,206,1
2535426,1266511,3.535956851227803,0.010082730093071354,339802,207,39
3014450,2569650,0.3498708292744652,0.004672897196261682,77971,208,4
2635308,3237136,0.0,0.0,21708,209,0
2749135,3229933,3.5927711444977777,0.047058823529411764,17043,210,16
1147295,4463463,0.0,0.0,27,211,0
495613,3009965,0.0,0.0,12789,212,0
1376558,291125,0.0,0.0,686,213,0
2021517,4634127,0.07796806287802142,0.001367989056087551,25715,214,1
4519174,520390,0.37439749384511534,0.005253940455341506,48144,215,3
604125,4360758,0.19155782354835868,0.01818181818181818,300,216,1
3828465,3963629,0.0,0.0,8720,217,0
2957639,4578655,3.6699554579940328,0.0070904026335781205,1587150,218,28
4325972,1755579,0.17922014706567788,0.029411764705882356,96,219,1
1039233,3674322,0.0,0.0,2200,220,0
1901862,4840530,0.4673565714378348,0.008356545961002786,7161,221,3
2408015,1321954,0.1691658580695657,0.0076045627376425855,17214,222,2
4781379,52592,0.3894420187159972,0.014814814814814815,270,223,2
4583761,4572486,2.4207892995254903,0.0030739673390970217,834240,224,16
1476555,4751012,1.1185472393139877,0.004889975550122249,51584,225,8
1636856,4208957,1.0442797667477637,0.0005915759583530525,126630,226,5
2038215,4162950,5.946431786747347,0.11589403973509932,28350,227,35
4216378,2118739,4.210057006586121,0.05590062111801242,28644,228,18
1136996,3640654,0.1025679230591478,0.003154574132492113,1872,229,1
4178366,3164163,0.0,0.0,5768,230,0
986629,3346537,1.1434391505108903,0.008908685968819599,12488,231,8
2303520,663713,0.12521121663277354,0.001594896331738437,5571,232,1
4708115,738568,0.0,0.0,31,233,0
3769409,1960538,5.317269228147162,0.02869440459110473,397125,234,40
2844371,3392930,0.09700275086590243,0.003401360544217687,11044,235,1
1320291,3768226,0.0,0.0,420,236,0
1817011,3254390,0.0,0.0,556,237,0
3337956,1186643,3.952129043191365,0.06233062330623306,34935,238,23
414390,2341215,0.0,0.0,59760,239,0
1185153,4799044,0.0,0.0,1455,240,0
4182445,4255166,0.0,0.0,2040,241,0
1429988,4034214,0.0,0.0,74052,242,0
784476,4743804,2.6283263780309998,0.0049185367353212425,796060,243,16
1567741,2167167,0.0,0.0,116350,244,0
378193,3858906,0.8314191921572227,0.08695652173913042,225,245,4
3193737,852669,0.09905877727655886,0.013333333333333334,355,246,1
222154,1096330,25.62536677341839,0.031067086897793788,1115076,247,138
837136,4092142,0.8437392299527404,0.0851063829787234,410,248,4
3001803,1421121,0.0,0.0,164,249,0
4497472,970834,0.0,0.0,325,250,0
78652,876913,0.3656697949885328,0.0008820935019112025,50835,251,3
1740390,2913793,0.28853900817779266,0.01694915254237288,116,252,1
4608977,2576561,0.0,0.0,83,253,0
2146076,3373346,0.0,0.0,1365,254,0
4043972,3448830,0.3638686156146723,0.0014561339643247178,54620,255,4
2066994,3418202,0.3307497707676573,0.001350438892640108,39312,256,2
559972,3695276,0.0,0.0,5850,257,0
2427345,214090,0.0,0.0,5376,258,0
1635607,4683806,0.0,0.0,5892,259,0
4435111,1900279,0.0,0.0,324,260,0
541055,1731912,0.9163577998845666,0.003601440576230492,201275,261,9
1745528,2194526,7.2420165395727185,0.1040339702760085,61359,262,49
754926,762964,0.11060754535767432,0.0007142857142857143,4194,263,1
2093716,3996594,1.7485948079164102,0.02109704641350211,45920,264,15
4640383,987793,5.005304056648538,0.003436662313561069,1766194,265,50
4298408,420656,0.07383035914027619,0.0007209805335255948,1387,266,1
4725488,1747009,0.7227846102591758,0.04166666666666666,2016,267,4
2264477,2991814,0.30616885271439354,7.010164738871364e-05,10253152,268,2
4421319,4161763,0.2876815255102631,0.004341534008683068,6840,269,3
4007453,1159092,0.0,0.0,375,270,0
2690596,3915235,1.937523443643362,0.011370436864153202,313336,271,19
3602451,2065513,0.2584169875270017,0.005208333333333333,26928,272,3
504324,2747208,1.6140962003581474,0.013024602026049204,28959,273,18
30083,1972008,0.0,0.0,2958,274,0
1025903,2722816,0.3691715976020789,0.01818181818181818,220,275,2
2607838,4292513,0.6060411417607251,0.001210287443267776,467828,276,4
132853,1928713,12.934489818154486,0.036023457134878534,1424625,277,129
1841790,1805282,0.0,0.0,496,278,0
699145,2039550,0.07751681639600151,0.0005260389268805891,5697,279,1
1632938,2917594,0.0,0.0,942,280,0
740264,775607,0.07383035914027619,0.004081632653061225,2133,281,1
2326042,3593013,0.5675522141882832,0.0037759597230962866,65226,282,6
2597890,4398241,0.0,0.0,327,283,0
4347620,3709618,0.0,0.0,55,284,0
2956481,3808878,2.209628162762234,0.00037392901851761534,2521131,285,23
2421138,2173151,12.493852207114124,0.3509933774834437,10323,286,53
3325878,3941234,0.2148707605483044,0.007299270072992701,405,287,1
3969780,3375372,0.0,0.0,122,288,0
641527,2264701,0.22491461073278268,0.0024330900243309003,105735,289,2
3750870,214372,0.0,0.0,6320,290,0
3136757,2292933,0.0,0.0,230,291,0
194271,4138613,0.0,0.0,54,292,0
4837795,2032867,0.31099860126196394,0.005199306759098786,50976,293,3
4532809,3889649,0.0,0.0,399,294,0
2019222,2153519,0.0,0.0,15,295,0
1047207,311498,0.09968133160005307,0.005235602094240838,8127,296,1
2970262,1729215,20.28773681323116,0.037431765011697433,2676132,297,144
1221209,2747564,0.0,0.0,3,298,0
268995,1173364,0.0,0.0,118,299,0
4427946,1339329,1.0226200276348212,0.01951219512195122,43005,300,8
1607490,654860,0.6318908173883445,0.030303030303030307,2415,301,4
1460872,4581556,1.8475205890922892,0.07627118644067797,2140,302,9
2019845,4577899,0.0,0.0,31388,303,0
1704367,3164073,0.08787672930771424,0.0036231884057971015,5842,304,1
2745910,3104940,0.0,0.0,170532,305,0
2133929,3867352,0.0,0.0,13572,306,0
3871942,4799962,0.18104844222035826,0.002980625931445604,86826,307,2
3257910,588337,0.3703061783194954,0.001006036217303823,71064,308,3
765302,2762989,0.1152572190810012,0.0008045052292839902,11115,309,1
3960835,4669648,0.07751681639600151,0.002994011976047905,4494,310,1
2629112,1529484,5.703793799525512,0.05525606469002695,143172,311,41
2073048,421699,0.0,0.0,74,312,0
4524669,2949748,0.1209939176600776,0.0009242144177449168,39710,313,1
144060,3080263,0.08449373257091766,0.0078125,4148,314,1
3764504,3328639,0.18635938684789813,0.0034129692832764505,18693,315,1
433097,4052222,0.07383035914027619,0.00746268656716418,266,316,1
1986630,2951260,0.0,0.0,7950,317,0
2398278,209191,0.8952487469252828,0.001503006012024048,43857,318,6
1974705,1581879,0.0,0.0,220,319,0
1443500,1164411,1.85239699616559,0.010389610389610391,604443,320,16
3550092,3753484,0.0,0.0,4900,321,0
3107199,690742,1.2437087388051056,0.015312131919905773,96360,322,13
2019781,636552,0.0,0.0,20,323,0
3478606,1281736,0.0,0.0,693,324,0
919613,1735123,0.34944320032114723,0.010309278350515464,8140,325,4
1432948,4331707,0.3077068692198459,0.002070393374741201,21735,326,2
4782388,1065417,2.355499993660751,0.059782608695652176,5474,327,11
596337,409262,0.0,0.0,2278,328,0
4106517,3002541,0.9225618486203816,0.0012168739859383453,155064,329,9
1065985,4673981,0.0,0.0,78,330,0
3757808,890719,0.0,0.0,1829,331,0
4865292,2472812,0.0,0.0,2652,332,0
1817278,3209863,0.0,0.0,744,333,0
2535495,1937230,0.4445344433036891,0.01675977653631285,712,334,3
1524949,2845319,0.07383035914027619,0.000254323499491353,19640,335,1
2699583,2224526,0.0,0.0,1460,336,0
3589315,1592667,0.0,0.0,708,337,0
1501709,3370956,0.0,0.0,120,338,0
2135899,3893892,1.9477456894959544,0.005876894525208784,336515,339,19
3380008,1519730,0.0,0.0,168,340,0
3120092,4618432,0.0,0.0,1749,341,0
1322906,784341,0.0,0.0,14364,342,0
155804,834066,0.0,0.0,158,343,0
56567,3302825,0.7186365259242882,0.004034969737726967,13356,344,6
432620,112551,0.09086603972658462,0.002173913043478261,7120,345,1
1239755,165055,0.0,0.0,21720,346,0
2314931,2658417,2.001778869370056,0.0014169084407259966,547785,347,21
3043233,857634,0.0,0.0,52,348,0
4444751,719172,0.0,0.0,5863,349,0
3144674,3401173,0.5955080792342667,0.01295336787564767,34560,350,5
2681125,4245138,0.0,0.0,24220,351,0
4355412,3494128,0.0,0.0,1816,352,0
4114591,1582028,0.17095990351369836,0.0016181229773462786,30510,353,1
4099850,924833,0.07383035914027619,0.002403846153846154,7182,354,1
103916,2808644,0.2465508910721325,0.005747126436781609,28024,355,2
520324,3222831,1.2729195742240975,0.005838198498748957,101867,356,14
3443992,280322,0.2564584704353754,0.00804289544235925,32743,357,3
2008046,4864558,0.0,0.0,8964,358,0
1981993,463338,0.7283336220685267,0.003451251078515962,151353,359,8
3004094,819288,0.8366666146681907,0.06593406593406594,712,360,6
4467857,2374812,0.0,0.0,571,361,0
1143671,3610611,0.1643520579278993,0.004366812227074236,681,362,1
1114213,140603,0.0,0.0,18120,363,0
2283170,3108276,0.0,0.0,44178,364,0
3039452,1019859,1.0864621321351082,0.010666666666666666,33417,365,8
298011,2396903,9.66175835453601,0.025136154168412236,1406050,366,60
3491637,3299008,0.17451703074550312,0.0055248618784530384,537,367,1
4345638,1914315,0.0,0.0,5940,368,0
3193210,370765,0.0,0.0,265,369,0
279329,4093834,0.0,0.0,1104,370,0
1091584,977565,0.0,0.0,8118,371,0
4310710,290077,0.8635035882156095,0.01937046004842615,44128,372,8
3725239,1818269,0.1077428556434262,0.0009025270758122744,206028,373,1
1799182,3537761,0.10413715852917678,0.0009328358208955225,99042,374,1
4366747,1672058,0.42979837914787467,0.009157509157509158,15630,375,5
2921853,1063377,2.2107584405826057,0.04615384615384616,10403,376,9
3210136,2558297,0.07383035914027619,0.008547008547008548,345,377,1
1618265,2401545,0.1985327397206032,0.014705882352941175,134,378,1
335479,673405,0.0,0.0,56,379,0
2393127,315060,0.0,0.0,136,380,0
2305619,2629421,0.0,0.0,4988,381,0
94280,1191204,0.10805608994619016,0.00423728813559322,14042,382,1
3396488,1921136,0.0,0.0,592,383,0
1184100,1487302,0.5437203022335599,0.0014285714285714286,1498509,384,6
3561479,3836738,0.07383035914027619,0.003076923076923077,3768,385,1
2920873,2227745,5.481001223048505,0.02546916890080429,875196,386,57
3576624,4268303,0.0,0.0,3140,387,0
527595,1894941,0.8060768890162646,0.011128775834658187,85248,388,7
919165,1264290,0.0,0.0,224,389,0
4014552,4632479,0.26156791249850264,0.008130081300813009,13695,390,2
4135084,17392,0.9437307058607504,0.004145077720207254,90720,391,8
245914,1905607,0.08787672930771424,0.0034129692832764505,21545,392,1
2618052,4188938,0.0,0.0,5400,393,0
4836378,4536767,0.2613620655744666,0.006802721088435374,3408,394,2
437876,2566889,20.05812941698579,0.11556603773584904,55776,395,49
2497998,95673,0.0,0.0,1296,396,0
1036152,502401,3.3822889466409127,0.08011869436201781,17248,397,27
2585063,3153339,0.0,0.0,34,398,0
311952,487639,2.2069225525559126,0.0041841004184100415,390236,399,17
4260998,2255438,0.7864623906271302,0.056338028169014086,1400,400,4
795918,448525,0.0,0.0,26994,401,0
2720299,2127901,0.08673271802933455,0.006134969325153374,3003,402,1
1459605,3749748,0.7268545472646999,0.008645533141210375,25725,403,3
3547614,2860781,0.0,0.0,24272,404,0
3335130,438964,0.0,0.0,800,405,0
1933312,3256959,0.3765154251953279,0.011764705882352941,340,406,2
3564448,167816,0.5787519723249339,0.01016260162601626,11352,407,5
3432616,2332893,2.5669455803838606,0.005801526717557253,507384,408,19
2633605,1933805,0.09649040378701663,0.003048780487804878,19050,409,1
2832099,593309,0.4760475471466513,0.003048780487804878,55968,410,4
2366431,4838273,0.9929074183868954,0.003772161448509996,63288,411,10
623567,2164839,0.0,0.0,151107,412,0
3994516,1354897,0.0,0.0,85,413,0
2315048,2033602,0.0,0.0,18865,414,0
1637898,4121411,0.11281537541960393,7.756748371082842e-05,385890,415,1
892193,4336282,0.0,0.0,1396,416,0
4578655,3601327,2.7554493712941657,0.006393180607352157,885277,417,24
4152864,1994852,0.0,0.0,31,418,0
2533205,2449296,0.0,0.0,122,419,0
3035063,3658576,0.0,0.0,924,420,0
1063789,1199206,0.1825995901401201,0.08333333333333333,22,421,1
4717616,489300,0.0,0.0,8636,422,0
3652352,1702417,6.749602669296096,0.09695290858725762,18755,423,35
1024682,1315850,0.0,0.0,3216,424,0
2587055,3472626,0.1728713739417528,0.0033613445378151267,61380,425,2
2086863,512769,12.813630070337783,0.06691176470588235,493044,426,91
1493935,2241589,0.9771419458426652,0.15151515151515152,261,427,5
941692,3517094,0.1513471755362777,0.007936507936507936,16120,428,2
2912801,871888,0.11349953484329675,0.018867924528301886,704,429,1
3606548,626239,0.2801197641813918,0.00032740368874822657,64113,430,3
2200735,2157328,0.0,0.0,418,431,0
3544260,2618757,0.0,0.0,4028,432,0
1862492,54381,0.0,0.0,444,433,0
3445194,2976923,0.0,0.0,16,434,0
4114513,3383210,0.0,0.0,45,435,0
3744513,1129682,0.0,0.0,53,436,0
2055183,1190704,0.0,0.0,2304,437,0
3592571,377102,0.18388845457974973,0.000693000693000693,21435,438,1
484479,352855,1.553985015297603,0.009086050240513094,149815,439,17
4518583,1939151,3.512120430235369,0.010438413361169102,320735,440,30
2741551,3680201,2.9378361747558213,0.04931506849315069,33250,441,18
2589986,4298355,0.0,0.0,35,442,0
3446506,3393730,0.0,0.0,2464,443,0
1080614,1486892,10.856457296971419,0.08236808236808238,142410,444,64
3819586,3914665,0.0,0.0,188,445,0
2232341,2167763,0.097076169924352,0.0027855153203342623,2471,446,1
3663392,2116501,0.0,0.0,630,447,0
135756,1415397,2.5685824912183595,0.11267605633802814,1530,448,8
1304570,762511,0.0,0.0,3680,449,0
3268179,1312177,0.0,0.0,7504,450,0
1034420,2582486,6.862744287807781,0.032340425531914886,84286,451,38
1395712,207348,2.0691585023349197,0.012987012987012988,374825,452,21
28366,1841875,22.28834916964447,0.07150964812712826,169884,453,63
628921,901150,0.0,0.0,860,454,0
2156930,302849,0.7743867629361871,0.01990049751243781,1194,455,4
4742865,4011635,0.2057705553540774,0.004415011037527594,40836,456,2
579052,4286269,0.8301973992392849,0.025454545454545452,6656,457,7
3622805,2239775,0.0,0.0,535,458,0
1097755,19760,0.6494581110613392,0.016216216216216217,8395,459,3
4681267,4047729,1.9329169599953502,0.010638297872340424,257984,460,21
4214037,1124684,0.0,0.0,8625,461,0
3328824,4725447,0.96971984908011,0.003149155453764673,165888,462,11
1632157,3441172,0.14109200715836145,0.004329004329004329,231,463,1
2733872,2966772,0.09086603972658462,0.001282051282051282,108600,464,1
4402871,3812818,12.888915260400202,0.07932960893854749,211973,465,71
1807180,817365,0.15361129482611352,0.004784688995215311,836,466,2
2763391,4023498,0.07383035914027619,0.008196721311475409,476,467,1
1626617,2819030,0.0,0.0,695,468,0
4130943,4188416,0.0,0.0,63840,469,0
467667,4000293,2.6975009429813603,0.043478260869565216,63360,470,21
585290,2615912,0.0,0.0,5460,471,0
3437795,2770964,0.8189962342964474,0.005263157894736842,365607,472,8
3206172,4186227,0.0,0.0,25776,473,0
174802,3795595,0.0,0.0,4189,474,0
4371955,1776702,4.650824252107213,0.09913793103448276,16016,475,23
2810159,2277589,0.0,0.0,483,476,0
2044305,2746365,13.599279416294186,0.014631966938456385,3324164,477,131
2952533,3517217,0.1587103628958468,0.001027749229188078,973,478,1
2914124,4682995,0.19319379300543385,0.045454545454545456,22,479,1
61530,3335540,0.5844023409550289,0.006696428571428571,62776,480,6
4591296,1929062,0.17201349755540346,0.0071428571428571435,7781,481,2
4428300,2480985,0.7535129596576442,0.009689922480620157,52608,482,5
46090,1450214,0.7707358756791347,0.0056,58032,483,7
659769,20462,0.0,0.0,2752,484,0
636099,1164072,0.07383035914027619,0.006993006993006993,695,485,1
2407305,95886,0.2046530264078274,0.010752688172043013,1267,486,2
1475238,1917370,2.9392699272019014,0.0077966101694915265,1484630,487,23
550624,1332575,6.046846718245039,0.06683804627249358,37356,488,26
3206394,2933565,0.2901928005152087,0.010380622837370242,20475,489,3
3940380,3051327,1.3221547008116266,0.0015827338129496403,2661330,490,11
273164,1413055,4.119910074977942,0.01065891472868217,771930,491,33
1957538,4839138,0.0,0.0,4293,492,0
2749267,3859663,0.2950253316413847,0.01904761904761905,792,493,2
173719,2037535,0.0,0.0,24350,494,0
384254,3003794,2.853540709609359,0.0598503740648379,45156,495,24
